Hotel Name,Original price,Price after discount,Tax,Rating,location,Facility,Room Type,Room Size,Review,Original price_norm,Price after discount_norm,Rating_norm,Cluster
beautiful bali villas,14.953440029491288,14.73029655829755,Inclusive of taxes,8.6,"Legian, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, happy hour, massage","1 Bedroom Villa, Four Bedroom Private Pool Villa, 2 Bedroom Pool Villa, Three-Bedroom Villa with Private Pool and 6 mins walk to the beach, 3 Bedroom Pool Villa, Four-Bedroom Villa with Private Pool and 6 mins walk to the beach, 4 Bedroom Villa with Private Pool, 3 Bedrooms Private Pool Villas, 1 Bedroom Private Pool Villas",150 m² - 300 m²  ,Recommended Villa,0.5672964311774835,0.5703012980971792,0.735849056464934,0
bedrock hotel kuta bali,14.240778946963175,13.46425092472681,Inclusive of taxes,8.6,"Kuta, Bali","Beach, free wifi, swimming pool, free parking, spa, 24 hour front desk, fitness center, restaurant","Grand Deluxe Twin, Deluxe Twin, Superior, Junior Suite, Luxury Suite, Suite Standard",18 m² - 42 m²,BEST HOTELS TO STAY IN KUTA,0.4635594889255742,0.38805353275362403,0.735849056464934,3
beluran serene guesthouse,12.89921982609012,12.611537753638338,Inclusive of taxes,8.6,"Kerambitan, Bali","Air conditioning, swimming pool, 24-hour reception, parking, WiFi","Double With Private Bathroom, Second Floor Standar AC Shared Bathroom, First Floor With Standar AC Private Bathroom",12 m² - 20 m²  ,"The atmosphere is really nice, comfortable and peaceful, the facilities are complete",0.26827838762586825,0.2653051374437422,0.735849056464934,4
bendesa accomodation,12.785894340777995,12.498212268326215,Inclusive of taxes,7.3,"Legian, Bali","Beach, free Wi-Fi, swimming pool, free parking, 24-hour front desk, restaurant, bar, airport transfer","Superior Room, Deluxe Room, One-Bedroom Deluxe Room, Standard Room, Economy Room, Economy Twin Room, Room Assigned on Arrival, Single Standard, Deluxe Room with Breakfast, Deluxe Room Pool View",10 m² - 20 m²  ,"Even though it is an old type of hotel, the hotel is beautiful, clean, the staff are friendly, the rooms are quite clean.",0.25178241273161733,0.24899188940041703,0.4905660376432894,1
benoa sea suites and villas,14.873301199334291,13.981703579711455,Inclusive of taxes,8.6,"Tanjung Benoa, Bali","Private villa with pool, direct beach access, spa","Suite Room, Villa",50 m² - 150 m²,"The perfect choice for couples, with a romantic and exclusive atmosphere.",0.5556311987129283,0.46254104532144963,0.735849056464934,2
beraban beach house,15.327556344848254,13.941262645103661,Inclusive of taxes,9.2,"Selemadeg, Bali","Swimming pool, 24-hour front desk, bar, massage, shared kitchen, luggage storage, garden, room service","1 Bedroom Beachfront, One Bedroom Beachfront Room, One Bedroom Poolside, Villa-Beach Front, One Bedroom Villa, One Bedroom Poolside Room, 5 Bedroom Pool Villa, Four-Bedroom Villa with Pool, Five-Bedroom Villa with Private Pool, Four-Bedroom Villa with Private Pool",65 m² - 95 m²  ,Good Hotel,0.6217538493712879,0.45671955692858,0.8490566036133854,0
berlian inn,12.628945358293372,12.34126328584159,Inclusive of taxes,8.2,"Poppies, Bali","Beach, free WiFi, swimming pool, free parking, 24-hour reception, airport transfer, children's pool, luggage storage","Budget Double Fan, Deluxe Double or Twin, Double Room with Pool View, Budget Twin Room with Fan, Comfort Triple Room with Shower, Family Room with Garden View, Deluxe Triple Room, Superior Double or Twin Room with Garden View, Studio with Pool View, Superior Double or Twin",24 m² - 26 m²  ,Amazing stay at Berlian Inn,0.228936479465911,0.22639902183521365,0.6603773583659663,1
best western kuta villa,13.199326270390594,12.976183182038383,Inclusive of taxes,8.1,"Kuta, Bali","Beach, free wifi, swimming pool, free parking, spa, 24 hour front desk, restaurant, bar","Deluxe Room, Superior Room, Premium Room, Queen Room, Superior Premier Room",25 m² - 40 m²,Very Satisfied,0.31196272179967405,0.3177959898320724,0.6415094338412245,3
best western premier agung resort ubud,14.088587239061411,13.86544387800579,Inclusive of taxes,8.8,"Ubud, Bali","Swimming pool, spa, traditional Balinese design","Deluxe Room, Suite, Pool View Room",40 m² - 80 m²,Resort with a calm atmosphere and typical Balinese design,0.441406037866035,0.4458054156778267,0.773584905514418,3
best western resort kuta,13.367661298303675,13.144518138225083,Inclusive of taxes,8.1,"Kuta, Bali","Free wifi, swimming pool, free parking, spa, 24 hour front desk, restaurant, bar, massage","Deluxe Room, Superior Room, Deluxe Pool, King Junior Suite",30 m² - 70 m²,Best value for investment,0.3364660397129318,0.34202787277590085,0.6415094338412245,3
bhanuswari resort & spa,16.032153483978075,14.64585944978112,Inclusive of taxes,8.5,"Kemenuh, Bali","Free wifi, swimming pool with view, free parking, spa, 24 hour front desk, restaurant, bar, golf course","Deluxe Room, Cottage, Superior Room",25 m² - 50 m²,The place and place and place :),0.7243169814473085,0.5581465432201461,0.7169811319401922,3
bhuwana ubud hotel and farming,13.81083062413714,13.507625778194974,Inclusive of taxes,8.8,"Ubud, Bali","free WiFi, pool with a view, free parking, spa, 24-hour reception, restaurant, bar, yoga room","Suite Room, Deluxe Double or Twin Garden View, Suite Villa, Double Or Twin Deluxe, Deluxe Room with Pool View, Deluxe King Room, Room Assigned on Arrival, Deluxe Triple Room, Deluxe Room",41 m² - 45 m²  ,Great stay,0.4009750074240881,0.39429735991677445,0.773584905514418,1
bintang bali resort,14.56881213215365,13.952626393789757,Inclusive of taxes,8.6,"Kuta, Bali","Private beach, free wifi, pool with view, free parking, spa, 24-hour front desk, fitness center, restaurant","Residence, Deluxe Suite, Deluxe, Family Room, Romantic Double Room, Thematic Room",36 m² - 200 m²,Very good!,0.5113089176836286,0.45835537300744095,0.735849056464934,3
bintang bungalow nusa penida,13.63470904531764,13.347027372258223,Inclusive of taxes,8.7,"Nusa Penida, Bali","Beach, free Wi-Fi, swimming pool, free parking, 24-hour front desk, restaurant, bar, family room","Twin Deluxe Room, Superior Room with 1 Double Bed, Famille Room, Family Suite Room, Deluxe Double Room, Familier Suite, Bungalow Lumbung Double, Family Duplex Room, Family Suite with Terrace",17 m² - 50 m²  ,Friendly staff and clean rooms!,0.375338257362613,0.37117915641477195,0.7547169809896759,1
bintang kuta hotel,14.240778946963175,13.547632419997361,Inclusive of taxes,8.7,"Kuta, Bali","Swimming pool, free Wi-Fi, restaurant, bar","Deluxe Room, Family Rooms, Suite Room, Interconnecting Double",32 m² - 64 m²  ,Excellent value,0.4635594889255742,0.4000563316900283,0.7547169809896759,3
black penny villas ubud,15.892282038200516,15.604599965748736,Inclusive of taxes,8.8,"Kedewatan, Bali","Free wifi, swimming pool, free parking, spa, 24 hour front desk, restaurant","Deluxe Pool Villa, Deluxe Pool River, Bedroom Pool Villa, Deluxe Villa",100 m² - 108 m²  ,Beautiful Private Villa in Ubud,0.7039569022328732,0.6961576163965715,0.773584905514418,0
blu-zea resort by double-six,14.708586295033006,14.420904631975766,Inclusive of taxes,8.7,"Seminyak, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, fitness center, restaurant, bar","Superior Room, Deluxe Room, Suite, Junior Suite, Junior Suite Room, Junior Suite Standard, Connecting Deluxe Room (Ground Floor), Interconnecting Superior Room, Junior Suite, Interconnecting Superior Room",29 m² - 64 m²  ,Amazing Seminyak Hotels,0.5316548361270605,0.5257642089968025,0.7547169809896759,3
bluehill resort tulamben,13.60982743234803,12.911642346088676,Inclusive of taxes,8.9,"Tulamben, Bali","Free Wi-Fi, swimming pool, free parking, restaurant, massage, airport transfer, children's swimming pool, luggage storage","Deluxe Room, Deluxe Double Room, Deluxe Twin Room, Deluxe Double or Twin Room, Twin/Double Room, Room Assigned on Arrival, Deluxe Twin Room, Single Room - Deluxe - Partial Sea View, Deluxe Room, Double Room - Single Use - Deluxe",24 m² - 50 m²  ,"Big room, clean, nice garden, very quiet",0.37171642012322514,0.3085053111919475,0.7924528300391599,1
boss legian hotel,13.104859066953441,13.017007306181071,Inclusive of taxes,8.2,"Legian, Bali","Beach, free wifi, swimming pool, free parking, spa, 24 hour front desk, restaurant, bar","Aparment Suite, Junior Suite, Family Suite, Superior Room, Deluxe Room, Superior Double",18 m² - 35 m²,Good for long stay,0.2982118112084916,0.3236726385087309,0.6603773583659663,3
bramasa guesthouse & gallery,13.353476685668044,12.660331092405906,Inclusive of taxes,8.42253807106599,"Ubud, Bali","Free parking, English language, Indonesian language",Double Room,20 m² - 20 m²  ,Pretty Enough,0.3344012877881764,0.27232895769022114,0.702365673653514,4
buana bali villas & spa,15.534699513568947,15.178024646435114,Inclusive of taxes,8.9,"Jimbaran, Bali","Free wifi, swimming pool, free parking, spa, 24 hour front desk, bar, golf course, water park","2 Bedroom Pool Villa,  1 Bedroom Pool Villa,  ",150 m² - 250 m²,Quiet and Comfortable Private Pool Villa,0.6519061889030433,0.6347519319297664,0.7924528300391599,0
bubble hotel bali ubud,17.17935038837522,16.891668327457484,Inclusive of taxes,7.9,"Tampaksiring, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour reception, massage, airport transfer, luggage storage, balcony/terrace","Suite with Spa Bath, King Suite with Private Pool, Suite with Private Pool, Suite with Garden View, Deluxe Room with Pool View, Queen Suite with Private Pool, Pool Suite, Suite with Private Pool",50 m² - 60 m²  ,Amazing,0.8913061744040058,0.8814316116981823,0.6037735847917409,3
buda cottage ubud,12.74818179693564,12.66032791780777,Inclusive of taxes,8.42253807106599,"Tampaksiring, Bali","free WiFi, pool with a view, express check-in/check-out, golf course, airport transfer, balcony/terrace, garden, breakfast","Standard Double Room, Deluxe Room",12 m² - 16 m²  ,Good quality for the money,0.24629286927448227,0.27232850070557474,0.702365673653514,1
budhi kuta beach inn,12.154784614286667,11.86710429621008,Inclusive of taxes,7.6,"Kuta, Bali","Beach, Free wifi, Swimming pool, Free parking, 24-hour reception, Restaurant, Airport transfer, Children's pool","Room with Pool View, Standard, Deluxe Room, Superior Room, Deluxe Double or Twin Room with Pool View, Deluxe Double or Twin Room, Junior Suite, Deluxe Room (No Window), Superior Room (no window)",24 m² - 25 m²  ,Renovations in progress - improvements,0.15991631416566038,0.1581436493695478,0.5471698112175151,1
bukit indah homestay,12.154784614286667,11.86710429621008,Inclusive of taxes,8.5,"Amed, Bali","beach, free WiFi, free parking, spa, 24-hour reception, restaurant, water sports, massage","Family Two-Bedroom Suite, Superior Double Room with Sea View, Double Room with Balcony and Sea View, Superior Room with Air Conditioning, Family Room, Standard Room with Fan, Family Room with Air Conditioning, Superior Double Room with AC",12 m² - 37 m²  ,I recommend accommodation with peaceful sea views,0.15991631416566038,0.1581436493695478,0.7169811319401922,1
bukit permata lembongan,12.716903269283664,12.429220196836383,Inclusive of taxes,9.1,"Nusa Lembongan, Bali","Free Wi-Fi, swimming pool, free parking, restaurant, airport transfer, balcony/terrace, garden, non-smoking rooms","Room Assigned on Arrival, Bungalow with Sea View, Double Room with Balcony and Sea View, Room Deluxe Sea View, Deluxe King Cottage with Sea View, Deluxe 2 Bedroom Residence with Sea View",22 m² - 22 m²  ,Great Place Locally Owned by a Lovely Family,0.24173987922590645,0.23906045365905104,0.8301886790886436,1
bulan bali homestay & hostel,12.611541086966115,12.323860125621126,Inclusive of taxes,8.9,"Ubud, Bali","Private bathroom, Free wifi, Free parking, Non-smoking rooms, Room service, Parking, Airport shuttle, On-site water sports facilities, Tour desk, Private parking","Double or Twin Room with Terrace, Double Room with Terrace, Superior Double or Twin Room with Terrace, Double or Twin Room with Garden View",32 m² - 32 m²  ,Staff was very kind and helpful. Location is good for those looking to go walking to Yogs Barn back area. It was clean and bed was comfortable. Pressure in shower very good,0.22640306500863852,0.22389383009804847,0.7924528300391599,1
bulan bali hostel,11.51293546492023,11.225256725762893,Inclusive of taxes,8.2,"Ubud, Bali","free parking, massage, airport transfer, shared kitchen, balcony/terrace, garden, breakfast, tours","Standard Double or Twin Room, Budget Twin Room",16 m² - 16 m²  ,It was the perfect place for a solo traveler like myself!,0.06648695514122291,0.06574943994814306,0.6603773583659663,4
bulgari resort bali - chse certified,17.43580780625657,17.14812573380479,Inclusive of taxes,9.2,"Pecatu, Bali","Private beach, free wifi, swimming pool with view, free parking, spa, 24-hour front desk, fitness center, restaurant","The Bulgari Villa, Mansion, One Bedroom, 2 Bedroom, 5 Bedroom",50 m² - 300 m²,Best Resorts in Bali,0.9286368340977487,0.9183487558936715,0.8490566036133854,0
bumi ayu bungalows - chse certified,13.244618177579452,13.15676480412166,Inclusive of taxes,7.6,"Sanur, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, restaurant, bar","Deluxe Room, Superior Room, Room Assigned on Arrival, Superior Single Room, Twin/Double Room - Premier - Plus, Single Room - 3 Bedrooms - Riviera - Garden, Triple Room, Villa, Deluxe Room, Double Deluxe",26 m² - 32 m²  ,Great place to stay in Sanur,0.318555538603788,0.3437907851333848,0.5471698112175151,1
bumi linggah villas bali,14.42819360873152,13.629686875882147,Inclusive of taxes,8.8,"Sukawati, Bali","Private pool, family-friendly, traditional Balinese design","One-Bedroom Villa, Two-Bedroom Villa",90 m² - 250 m²,Traditional villa with modern facilities in Sukawati,0.4908400917558221,0.4118681027865461,0.773584905514418,0
bunut garden luxury private villa - chse certified,14.385789859435619,14.297937324492327,Inclusive of taxes,8.8,"Kedewatan, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour front desk, restaurant, bar, water sports, massage","1-Bedroom Valley View Pool Villa, 1-Bedroom Villa Private Pool, Valley View Villa, Villa two bedrooms, Room Assigned on Arrival, HOUSE 2 BEDS SEPARATE ROOMS MOUNTAIN VIEW FOR NON-SMOKERS, 1 BEDROOM VALLEY VIEW PRIVATE POOL, Triple Room House, VILLA 2 KING BEDS 2 BEDROOMS PRIVATE POOL, DOUBLE ROOM VILLA EXTRABED 1 BEDROOM PRIVATE POOL",3 m² - 175 m²  ,Jewels in the Gods,0.48466768329994164,0.5080630168715518,0.773584905514418,0
bvilla+spa,15.180510800066985,15.137933108978725,Inclusive of taxes,8.3,"Seminyak, Bali","Private villas, spa, private pool, luxury service","One-Bedroom Villa, Two-Bedroom Villa, Three-Bedroom Villa",80 m² - 300 m²,Exclusive villa with the best spa services,0.6003494882221391,0.6289807393938331,0.6792452828907085,0
cameng homestay,13.053375505904878,12.765694147734985,Inclusive of taxes,7.4,"Sanur, Bali","Free wifi, Free parking, Luggage storage, Balcony/terrace, Garden, AC in common areas, English language",Standard Double Room,25 m² - 25 m²  ,"Due to a delayed flight, I checked in at 1 a.m., but you're awake and ready to go. However, there was a slight odor from the toilet, the water pressure was weak, and due to the location, the sound of motorbikes was very audible before 5 a.m. It's close to Sanur harbor, so that's a good thing.",0.2907177199351593,0.2874960108155784,0.5094339621680314,4
candi beach resort and spa,15.194478395536093,14.683652939662325,Inclusive of taxes,8.7,"Candidasa, Bali","Private beach, free wifi, swimming pool with view, free parking, spa, 24-hour front desk, restaurant, bar","Luxury Villa, Garden Bungalow, Garden Room, Deluxe Ocean, Bungalow Deluxe Ocean, Suite Junior, Suite Luxury, Luxury Pool, Deluxe Twin Room",39 m² - 265 m²  ,Great stay,0.6023826505206005,0.5635869309066133,0.7547169809896759,3
canggu dream village,14.963199001648567,14.27005213845811,Inclusive of taxes,8.4,"Canggu, Bali","Free Wi-Fi, swimming pool with a view, free parking, spa, 24-hour reception, restaurant, bar, yoga room","Jacuzzi Suite, Deluxe Double, Deluxe Twin, Standard Double Room, Junior Suite, Standard Room, Superior Room, Deluxe Double Room, Suite",16 m² - 65 m²  ,Fulfillment of dreams on an affordable budget,0.5687169744847262,0.5040489334087052,0.6981132074154504,1
canggu village,14.508657738524219,14.22097566607244,Inclusive of taxes,8.9,"Canggu, Bali","Free Wi-Fi, pool with a view, free parking, spa, 24-hour reception, restaurant, bar, yoga room","Jacuzzi Suite, Deluxe Double, Deluxe Twin, Standard Double Room, Junior Suite, Standard Room, Superior Room, Standard Room, Deluxe Double Room, 1 King Bed, Suite",16 m² - 65 m²  ,Dream stay on a budget,0.5025526757460191,0.49698435596688934,0.7924528300391599,1
cara cara inn,12.875441857585288,12.614077858172898,Inclusive of taxes,8.8,"Kuta, Bali","Free WiFi, swimming pool, 24-hour front desk, family room, luggage storage, breakfast balcony/terrace, second lock on windows","Suite With Balcony, Superior Room, Deluxe Room, Standard Room",15 m² - 30 m²,Budget hotel with unique and colorful design,0.2648171999644022,0.2656707864874161,0.773584905514418,1
casa padma suites bali,14.10067145492234,13.502834727582416,Inclusive of taxes,8.2,"Legian, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour reception, bar, airport transfer, family room, luggage storage","Superior Suite, Standard Room, TWIN Deluxe (4 Adults), Deluxe (4 Adults), Family Room Deluxe, Deluxe Suite, Superior, Superior Suite with pool view, Deluxe Suite, Mini Suite",25 m² - 63 m²  ,Location close to the beach,0.4431650501562499,0.393607686302622,0.6603773583659663,1
castaway resort lembongan,14.865503867809904,14.577821795358123,Inclusive of taxes,8.1,"Nusa Lembongan, Bali","Free wifi, Swimming pool, Free parking, Express check-in/check-out, Bar, Massage, Airport transfer, Family room","Three-Bedroom Villa with Private Pool, Two-Bedroom Villa, One-Bedroom Suite, Three-Bedroom Private Villa, SUITE 1 BEDROOM, Room Assigned on Arrival, 3-Bedroom Private Villa, Suite 1 Bedroom",40 m² - 250 m²  ,"Great location, friendly staff, and decent rooms",0.5544961973077795,0.5483524961897587,0.6415094338412245,0
cattleya pool suite - seminyak by marbella,14.026582337760486,13.738900535213983,Inclusive of taxes,8.4,"Seminyak, Bali","Beach, free Wi-Fi, pool with a view, parking, spa, 24-hour reception, fitness center, restaurant","Junior Suite Room, Villa 3 Bedrooms Private Pool, Two Bedroom Villa with Private Pool, One Bedroom Pool Villa Suite, One Bedroom Pool Suite, Suite with Balcony Room Only, 1 Bedroom Suite, Two Bedroom Pool Suite, Junior Suite, 3 Bedroom Suite",44 m² - 54 m²  ,the facilities are old but the staff are nice,0.43238043085130695,0.4275894518678447,0.6981132074154504,0
cempaka losmen,11.982935344196433,11.695255355062795,Inclusive of taxes,7.3,"Legian, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour front desk, restaurant, massage, airport transfer, balcony/terrace","Standard Room with Fan, Standard Room with AC, Triple Room, Standard Single, Standard Single with Fan",24 m² - 28 m²  ,"pretty good for the price, clean pool is a strong point",0.13490145332305195,0.13340592691288017,0.4905660376432894,4
champlung sari hotel ubud,14.145102752710498,13.451956291367267,Inclusive of taxes,8.3,"Monkey Forest, Bali","Free wifi, Swimming pool, Free parking, Spa, 24-hour reception, Restaurant, Bar, Yoga room","One Bedroom Private Pool Villa, Deluxe, Special Offer One Bedroom Pool Villa with Complimentary One Time Massage, Standard Room, Superior, Twin/Double room - De Luxe - Smoking, Deluxe - Room Only, Twin/Double room - Smoking - Superior, Campaign Superior - Smoking, Standard Double or Twin Room",32 m² - 150 m²  ,Love staying here! Will return!,0.4496325942467408,0.3862837154610391,0.6792452828907085,1
chez ida,13.30468826752606,13.017007306181071,Inclusive of taxes,8.4,"Ubud, Bali","free WiFi, swimming pool, car parking, 24-hour reception, restaurant, happy hour, massage, airport transfer","Superior Room - Free WiFi, Standard Room, Superior Double Room, Superior Room with Pool View, Superior Double Bed Room, Single Room, Superior Room with Pool View (No Window), Standard Room (No Window), Superior Single Room Pool View, Superior Water View",20 m² - 20 m²  ,"It's really great, really great",0.32729950906131955,0.3236726385087309,0.6981132074154504,1
chillhouse lembongan homestay,12.30139646160516,12.013712874021378,Inclusive of taxes,9.2,"Nusa Lembongan, Bali","Beach, free Wi-Fi, swimming pool, free parking, bar, shuttle service, children's pool, luggage storage","Double Room with Garden View, Deluxe Double Room, Double Room - Second Floor, Superior Double Room Garden View, Standard Double Room, Superior Double Room with Garden View, Double Room Ground Floor, Deluxe Room",16 m² - 32 m²  ,Excellent all around,0.1812575450980009,0.1792480116277609,0.8490566036133854,1
chillin kuta homestay,12.28096209796291,12.164427395561459,Inclusive of taxes,8.3,"Tuban, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour reception, fitness center, massage, airport transfer, kitchen","Standard Double, Standard Twin, Family Suite, Double Room, Standard Room, Double Room with Balcony, Standard Double Room, Double Single Use, Triple Room",17 m² - 26 m²  ,Spectacular,0.17828306192068075,0.20094342609559035,0.6792452828907085,1
cicada luxury townhouses,15.252387998828992,15.116247030722517,Inclusive of taxes,8.6,"Seminyak, Bali","Free Wi-Fi, swimming pool, free parking, spa, 24-hour front desk, airport transfer, luggage storage, garden","Junior Suite, Three Bedroom Villa, Three Bedroom Townhouse, One Bedroom Villa, Two Bedroom Villa, Rooftop Suite with Pool View, Executive Studio, One Bedroom Townhouse, Rooftop Suite, Studio",50 m² - 230 m²  ,Comfortable Stay & Fantastic Staff,0.610812134492583,0.6258590199261767,0.735849056464934,0
city garden bali dwipa hotel,12.799214390805032,12.322792894406485,Inclusive of taxes,8.6,"Legian, Bali","Free Wi-Fi, free parking, spa, 24-hour front desk, restaurant, massage, airport transfer, family room","Superior Family Room, Deluxe Twin Room, Superior Twin Room, Superior Double Room, Deluxe Double Room, Superior Room, Family Room, Deluxe Room",24 m² - 30 m²  ,"Friendly staff, free drinking water, free tea/coffee, water kettle, clean room",0.2537213165027416,0.22374020174626097,0.735849056464934,1
clio apartments,13.710151153416941,13.60479076121576,Inclusive of taxes,8.7,"Seminyak, Bali","Apartment-style, kitchen facilities, free WiFi","Studio Apartment, One-Bedroom Apartment, Penthouse",40 m² - 100 m²,An ideal choice for a long term stay in Seminyak,0.3863198218160792,0.4082842973190536,0.7547169809896759,2
coco de heaven,13.017005083966255,12.218500103788143,Inclusive of taxes,8.1,"Jimbaran, Bali","Free Wi-Fi, swimming pool, parking space, 24-hour reception, kitchen, balcony/terrace, garden, breakfast","Deluxe Room, Single Standard, Standard, Deluxe 2 Double Beds, Double Standard, Deluxe Room, Standard Room, 1 Queen Bed, Non-Smoking, Standard Queen Room-Non-Smoking, Double Standard",16 m² - 35 m²  ,"Great Staff, Clean Rooms",0.28542353949957255,0.20872721364564364,0.6415094338412245,1
coliving bali sweet home kost lengkap di tabanan kota,11.611874470755124,11.324195417595107,Inclusive of taxes,8.9,"Tabanan Kota, Bali","Free Wi-Fi, free parking, 24-hour check-in, yoga room, massage, airport transfer, family room, shared kitchen","Family Room with Private Bathroom, Economy Double, Twin Room with Private Bathroom, Standard Triple Studio, Double shared bathroom, Family Room with Private Bathroom, Standard Triple Room, Standard Triple Studio @ 5, Family Suite with Balcony, Deluxe Room with View",12 m² - 35 m²  ,Clean and comfortable,0.0808887938081336,0.0799917034292627,0.7924528300391599,4
collection o 91125 puri dewa bharata,12.435893851597625,11.973863122202218,Inclusive of taxes,7.0,"Jimbaran, Bali","Free Wi-Fi, swimming pool with a view, free parking, 24-hour reception, restaurant, family room, luggage storage, garden","Standard Family, Deluxe Twin Room, Deluxe Family, Deluxe Suite, Standard Family Room, Deluxe Twin Room, Deluxe Family Room, Suite Double, Suite Capacity 2, Family Studio",12 m² - 111 m²  ,Not all that glitters is gold,0.20083536170780636,0.17351162422910604,0.4339622640690637,1
collection o 91300 sunny side villa,12.626383672281474,12.377922902456833,Inclusive of taxes,8.42253807106599,"Seminyak, Bali","Internet access, swimming pool, 24-hour reception, restaurant, family room, luggage storage, pets allowed, 24-hour room service","Suite Family Room, Suite Double Room, Suite Triple Room",16 m² - 17 m²  ,Not Good Place,0.22856359327863515,0.2316761880204767,0.702365673653514,1
conrad bali,15.239662925327838,14.951981093588442,Inclusive of taxes,8.7,"Tanjung Benoa, Bali","Lagoon swimming pool, spa, beachfront restaurant, fitness center, children's play area",Deluxe Room,30 m² - 50 m²,"Luxury hotel with best service, perfect for honeymoon",0.6089598371701901,0.6022128738703539,0.7547169809896759,3
container smart stay,13.287428562440311,12.809393581985784,Inclusive of taxes,8.9,"Bedugul, Bali","Free Wi-Fi, free parking, 24-hour reception, airport transfer, luggage storage, garden, breakfast, room service","Superior Room, Standard Room, Deluxe Room, Standard Room, 1 Bedroom, Null, Standard Room (2 King Beds), Room Assigned on Arrival",15 m² - 20 m²  ,"Comfortable place, all staff are friendly and very helpful. The owner is very helpful and responsive in answering questions. Highly recommended to come back here again.",0.32478713807087095,0.2937865615096508,0.7924528300391599,1
cool breeze bungalow nusa penida,12.729323752253295,12.44164266745242,Inclusive of taxes,5.0,"Nusa Penida, Bali","free WiFi, breakfast, private check-in/check-out, daily housekeeping, keyless access","Standard Room, Double Room",19 m² - 38 m²  ,the bathroom doesn't have a door,0.24354783949783643,0.24084867317483072,0.05660377357422567,4
core hotel benoa,13.35632975012823,12.86203444025224,Inclusive of taxes,8.5,"Tanjung Benoa, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, restaurant, bar","Deluxe Room with Sea View, Superior Room, Deluxe Double Room with Sea View, Deluxe Room, Deluxe Twin Room with Sea View, Room Assigned on Arrival, Single Room, Deluxe Room with Sea View (2 Single Bed / 1 Double Bed), Double Pool",26 m² - 28 m²  ,"Recommended hotels around Nusa Dua, Tanjung Benoa",0.3348165878380927,0.3013642336965296,0.7169811319401922,1
courtyard by marriott bali nusa dua resort,14.76381687753487,14.476135063347451,Inclusive of taxes,8.6,"Nusa Dua Beach, Bali","Private beach, free wifi, pool with view, free parking, spa, 24-hour front desk, fitness center, restaurant","Premium Deluxe Room, Guest Room",35 m² - 41 m²,Clean spacious rooms,0.5396943543328397,0.5337146512474986,0.735849056464934,3
courtyard by marriott bali seminyak resort,14.794588653594523,14.506906706361821,Inclusive of taxes,9.0,"Seminyak, Bali","Free wifi, swimming pool, free parking, spa, 24-hour front desk, fitness center, restaurant, bar","Guest Room,  King Room",32 m² - 56 m²,Room cleanliness,0.5441735802009972,0.53814424132436,0.8113207545639017,3
cozy palm,12.49375221797883,12.206072645530174,Inclusive of taxes,8.3,"Jimbaran, Bali","Free Wi-Fi, swimming pool, free parking, 24-hour front desk, family room, pets allowed, laundry service, non-smoking rooms","Deluxe Double Room with Shower, Frangipani Villa, Orchid, Rose, Tulipe, Sunflower, Sakura",25 m² - 25 m²  ,Great Accommodation in Jimbaran,0.2092573874914862,0.20693827615685237,0.6792452828907085,4
cozy residence wedasari bali,12.218006157094704,11.524863917209606,Inclusive of taxes,8.0,"West Denpasar, Bali","Free Wi-Fi, swimming pool, 24-hour reception, poolside bar, room service, nearby parking, smoke-free property, daily housekeeping","Superior Room, Deluxe Room, Executive Deluxe Room, Family Deluxe, Deluxe Room, Deluxe Room, Deluxe Double Room with Shower, Deluxe Double Room with Shower, Deluxe, Deluxe Room",16 m² - 35 m²  ,Very satisfied,0.16911901892412495,0.10887801262685547,0.6226415093164828,1
cross bali breakers,15.304499810119363,15.01681781286777,Inclusive of taxes,7.4,"Jimbaran, Bali","Beach, free Wi-Fi, swimming pool with view, free parking, spa, 24-hour reception, fitness center, restaurant","3 Bedroom Deluxe Pool Villa, 2 Bedroom Deluxe Pool Villa, 1 Bedroom Deluxe Pool Villa, 2 Bedroom Deluxe Pool Villa, Villa Two Bedrooms Deluxe Pool, Deluxe Villa, 1 Bedroom, Private Pool, Villa Three Bedrooms Pool, Deluxe Villa, 2 Bedrooms, Pool View, Deluxe Villa, 2 Bedrooms, Private Pool, Villa Three Bedrooms Pool",100 m² - 135 m²  ,I LOVE IT SO MUCH!,0.6183976756298857,0.6115461450317876,0.5094339621680314,0
d'tunjung resort & spa,12.847929163278053,12.560247968016562,Inclusive of taxes,8.4,"Candidasa, Bali","Beach, free Wi-Fi, swimming pool, free parking, spa, 24-hour reception, bar, massage","Deluxe Double or Twin, Superior Bungalow, Superior Room, Superior Double or Twin Room, Run of House, Triple Room, Twin/Double Room",12 m² - 58 m²  ,Quiet holiday,0.2608123751598549,0.2579219526937934,0.6981132074154504,1
